traditional,simplified,pinyin_numbered,cvdict_meaning,hanzii_pinyin,hanzii_meaning,hanzii_part_of_speech,hanzii_collocations_json,hanzii_examples_json,hanzii_status
繞來繞去,绕来绕去,rao4 lai2 rao4 qu4,loanh quanh lòng vòng (thành ngữ); đi vòng vòng không đến đâu,,,,[],[],not_crawled
繞口令,绕口令,rao4 kou3 ling4,câu nói líu lưỡi,,,,[],[],not_crawled
繞嘴,绕嘴,rao4 zui3,khó phát âm; một câu nói xoắn lưỡi,,,,[],[],not_crawled
繞圈子,绕圈子,rao4 quan1 zi5,đi vòng tròn; đi đường vòng; (nghĩa bóng) nói quanh co,,,,[],[],not_crawled
繞地,绕地,rao4 di4,đi theo quỹ đạo quanh Trái Đất,,,,[],[],not_crawled
繞射,绕射,rao4 she4,(vật lý) nhiễu xạ,,,,[],[],not_crawled
繞彎,绕弯,rao4 wan1,đi dạo một vòng; nghĩa bóng nói vòng vo,,,,[],[],not_crawled
繞彎兒,绕弯儿,rao4 wan1 r5,đi dạo quanh; (nghĩa bóng) nói quanh co,,,,[],[],not_crawled
繞彎子,绕弯子,rao4 wan1 zi5,nghĩa đen: đi vòng một đoạn đường dài; nghĩa bóng: nói mơ hồ quanh chủ đề mà không vào thẳng vấn đề; nói quanh co,,,,[],[],not_crawled
繞彎子兒,绕弯子儿,rao4 wan1 zi3 r5,nghĩa đen: đi đường vòng dài; nghĩa bóng: nói mơ hồ quanh chủ đề mà không vào thẳng vấn đề; nói vòng vo,,,,[],[],not_crawled
繞手,绕手,rao4 shou3,vấn đề nan giải; trường hợp phức tạp,,,,[],[],not_crawled
繞梁三日,绕梁三日,rao4 liang2 san1 ri4,vọng quanh xà nhà ba ngày (thành ngữ); fig. vang dội và ngân nga (đặc biệt là giọng hát),,,,[],[],not_crawled
繞流,绕流,rao4 liu2,nhiễu động (trong cơ học chất lỏng),,,,[],[],not_crawled
繞組,绕组,rao4 zu3,cuộn dây (trong động cơ điện hoặc máy biến áp),,,,[],[],not_crawled
繞繞,绕绕,rao4 rao4,quanh co phức tạp; dính líu và khó khăn,,,,[],[],not_crawled
繞脖子,绕脖子,rao4 bo2 zi5,phức tạp; dính líu; lòng vòng không vào vấn đề chính,,,,[],[],not_crawled
繞膝,绕膝,rao4 xi1,(trẻ con) chạy quanh đầu gối cha mẹ; nghĩa bóng: ở lại chăm sóc cha mẹ già,,,,[],[],not_crawled
繞膝承歡,绕膝承欢,rao4 xi1 cheng2 huan1,"sống cùng cha mẹ, mang lại hạnh phúc cho họ (thành ngữ)",,,,[],[],not_crawled
繞行,绕行,rao4 xing2,đi đường vòng (hoặc quanh co); đi một vòng; (hành tinh) quay quanh; (thuỷ thủ) đi vòng quanh; chạy đường vòng; tránh,,,,[],[],not_crawled
繞路,绕路,rao4 lu4,đi đường vòng; chọn tuyến đường dài hơn,,,,[],[],not_crawled
繞過,绕过,rao4 guo4,"đi vòng; tránh né; vượt qua; né tránh; quanh co (đường sá, v.v.)",,,,[],[],not_crawled
繞道,绕道,rao4 dao4,đi đường vòng; chọn đường vòng; (y học hoặc kỹ thuật xây dựng) đường bypass,,,,[],[],not_crawled
繞遠兒,绕远儿,rao4 yuan3 r5,đi đường vòng dài; chọn lộ trình quanh co; (về lộ trình) quanh co,,,,[],[],not_crawled
繞騰,绕腾,rao4 teng5,chạy vòng quanh xa; xử lý mơ hồ quanh chủ đề mà không đi thẳng vào vấn đề; nói quanh co,,,,[],[],not_crawled
繠,繠,rui3,đung đưa; treo lỏng lẻo,,,,[],[],not_crawled
繡,绣,xiu4,thêu; thêu thùa,,,,[],[],not_crawled
繡墩,绣墩,xiu4 dun1,xem 坐墩[zuo4 dun1],,,,[],[],not_crawled
繡帷,绣帷,xiu4 wei2,thảm thêu,,,,[],[],not_crawled
繡球花,绣球花,xiu4 qiu2 hua1,cẩm tú cầu,,,,[],[],not_crawled
繡球藤,绣球藤,xiu4 qiu2 teng2,Clematis montana,,,,[],[],not_crawled
繡花,绣花,xiu4 hua1,thêu; thực hiện việc thêu,,,,[],[],not_crawled
繡花鞋,绣花鞋,xiu4 hua1 xie2,giày thêu,,,,[],[],not_crawled
繢,缋,hui4,nhiều màu; vẽ,,,,[],[],not_crawled
繣,繣,hua4,bướng bỉnh; ngang ngược,,,,[],[],not_crawled
繦,襁,qiang3,xâu tiền đồng; biến thể của 襁[qiang3],,,,[],[],not_crawled
繨,繨,da2,một nút (của sợi dây),,,,[],[],not_crawled
繩,绳,sheng2,dây thừng,,,,[],[],not_crawled
繩之以法,绳之以法,sheng2 zhi1 yi3 fa3,trừng trị theo pháp luật; đưa ra công lý,,,,[],[],not_crawled
繩墨,绳墨,sheng2 mo4,nghĩa đen: dụng cụ lấy đường thẳng của thợ mộc; giống 墨斗; phóng dụ: quy tắc; quy định và quy tắc,,,,[],[],not_crawled
繩套,绳套,sheng2 tao4,thòng lọng; dây nịt,,,,[],[],not_crawled
繩子,绳子,sheng2 zi5,dây; sợi dây; dây thừng,,,,[],[],not_crawled
繩文,绳文,sheng2 wen2,"thời kỳ Jōmon tiền sử Nhật Bản, với đồ gốm hoa văn dây thừng",,,,[],[],not_crawled
繩梯,绳梯,sheng2 ti1,một cái thang dây,,,,[],[],not_crawled
繩索,绳索,sheng2 suo3,dây thừng,,,,[],[],not_crawled
繩索套,绳索套,sheng2 suo3 tao4,một cái thòng lọng,,,,[],[],not_crawled
繩結,绳结,sheng2 jie2,nút thắt,,,,[],[],not_crawled
繪,绘,hui4,vẽ; tô vẽ; miêu tả; phác họa,,,,[],[],not_crawled
繪圖,绘图,hui4 tu2,vẽ sơ đồ; phác hoạ; phác thảo; vẽ biểu đồ,,,,[],[],not_crawled
繪文字,绘文字,hui4 wen2 zi4,emoji,,,,[],[],not_crawled
繪本,绘本,hui4 ben3,sách tranh,,,,[],[],not_crawled
繪架座,绘架座,Hui4 jia4 zuo4,chòm sao Họa Giá (Pictor),,,,[],[],not_crawled
繪畫,绘画,hui4 hua4,vẽ; hội họa,,,,[],[],not_crawled
繪聲繪色,绘声绘色,hui4 sheng1 hui4 se4,sinh động và đầy màu sắc (thành ngữ); chân thực và sống động; sinh động và hiện thực,,,,[],[],not_crawled
繪製,绘制,hui4 zhi4,vẽ; phác thảo,,,,[],[],not_crawled
繫,系,ji4,buộc; thắt; cài vào,,,,[],[],not_crawled
繫,系,xi4,kết nối; bắt giữ; lo lắng,,,,[],[],not_crawled
繫上,系上,ji4 shang5,buộc vào; cài vào; thắt chặt,,,,[],[],not_crawled
繫囚,系囚,xi4 qiu2,tù nhân,,,,[],[],not_crawled
繫放,系放,xi4 fang4,"gắn thẻ (động vật, để nghiên cứu khoa học); đeo vòng (chim)",,,,[],[],not_crawled
繫泊,系泊,ji4 bo2,neo đậu,,,,[],[],not_crawled
繭,茧,jian3,(dạng kết hợp) kén; (dạng kết hợp) vết chai (biến thể của 趼[jian3]),,,,[],[],not_crawled
繭子,茧子,jian3 zi5,vết chai (mảng da cứng); vết chai chân; cũng là 趼子,,,,[],[],not_crawled
繮,缰,jiang1,biến thể của 韁|缰[jiang1],,,,[],[],not_crawled
繯,缳,huan2,trói; buộc; dây buộc; thòng lọng (cho việc tự tử); thòng lọng treo cổ,,,,[],[],not_crawled
繯首,缳首,huan2 shou3,chết bằng cách treo cổ,,,,[],[],not_crawled
繰,缲,qiao1,viền bằng mũi khâu ẩn,,,,[],[],not_crawled
繰,缲,sao1,quay tơ từ kén,,,,[],[],not_crawled
繳,缴,jiao3,nộp; giao; nắm bắt,,,,[],[],not_crawled
繳交,缴交,jiao3 jiao1,nộp; giao,,,,[],[],not_crawled
繳付,缴付,jiao3 fu4,"trả; nộp (tiền thuế, v.v.)",,,,[],[],not_crawled
繳械,缴械,jiao3 xie4,tước vũ khí; hạ vũ khí; đầu hàng,,,,[],[],not_crawled
繳槍,缴枪,jiao3 qiang1,hạ vũ khí; đầu hàng; tước vũ khí,,,,[],[],not_crawled
繳槍不殺,缴枪不杀,jiao3 qiang1 bu4 sha1,"""đầu hàng sẽ được tha mạng""",,,,[],[],not_crawled
繳獲,缴获,jiao3 huo4,thu giữ; tịch thu,,,,[],[],not_crawled
繳稅,缴税,jiao3 shui4,nộp thuế,,,,[],[],not_crawled
繳納,缴纳,jiao3 na4,"nộp (thuế, v.v.)",,,,[],[],not_crawled
繳費,缴费,jiao3 fei4,trả phí,,,,[],[],not_crawled
繳銷,缴销,jiao3 xiao1,nộp và hủy,,,,[],[],not_crawled
繸,䍁,sui4,tua rua,,,,[],[],not_crawled
繹,绎,yi4,liên tục; giải thích; tháo gỡ; tơ lụa (cách nói cũ),,,,[],[],not_crawled
繻,𦈡,xu1,"lụa nhiều màu; mảnh lụa xé đôi, dùng để xác minh danh tính bằng cách ghép hai nửa lại",,,,[],[],not_crawled
繼,继,ji4,tiếp tục; theo sau; tiếp diễn; kế thừa; kế vị; kế tục; sau đó,,,,[],[],not_crawled
繼任,继任,ji4 ren4,kế nhiệm ai đó trong công việc; người kế nhiệm,,,,[],[],not_crawled
繼任者,继任者,ji4 ren4 zhe3,người kế nhiệm,,,,[],[],not_crawled
繼位,继位,ji4 wei4,kế vị,,,,[],[],not_crawled
繼嗣,继嗣,ji4 si4,tiếp tục; tiếp nối dòng họ; đời sau; người thừa kế,,,,[],[],not_crawled
繼女,继女,ji4 nu:3,con gái riêng của vợ; chồng,,,,[],[],not_crawled
繼子,继子,ji4 zi3,con trai riêng,,,,[],[],not_crawled
繼子女,继子女,ji4 zi3 nu:3,con riêng; con nuôi,,,,[],[],not_crawled
繼室,继室,ji4 shi4,người vợ thứ hai (của người góa vợ),,,,[],[],not_crawled
繼往開來,继往开来,ji4 wang3 kai1 lai2,kế thừa quá khứ và mở ra tương lai (thành ngữ); phần của chuyển tiếp lịch sử; hình thành cầu nối giữa các giai đoạn trước và sau,,,,[],[],not_crawled
繼後,继后,ji4 hou4,sau này; về sau,,,,[],[],not_crawled
繼承,继承,ji4 cheng2,"thừa kế; kế thừa (ngai vàng, v.v.); tiếp tục (truyền thống, v.v.)",,,,[],[],not_crawled
繼承人,继承人,ji4 cheng2 ren2,người thừa kế; người kế nhiệm,,,,[],[],not_crawled
繼承權,继承权,ji4 cheng2 quan2,quyền thừa kế,,,,[],[],not_crawled
繼承者,继承者,ji4 cheng2 zhe3,người kế nhiệm,,,,[],[],not_crawled
繼承衣缽,继承衣钵,ji4 cheng2 yi1 bo1,tiếp nhận di sản; theo bước ai đó,,,,[],[],not_crawled
繼武,继武,ji4 wu3,tiếp bước người tiền nhiệm,,,,[],[],not_crawled
繼母,继母,ji4 mu3,mẹ kế,,,,[],[],not_crawled
繼父,继父,ji4 fu4,cha dượng,,,,[],[],not_crawled
繼父母,继父母,ji4 fu4 mu3,cha mẹ kế,,,,[],[],not_crawled
繼統,继统,ji4 tong3,kế vị ngai vàng,,,,[],[],not_crawled
繼續,继续,ji4 xu4,tiếp tục; tiến hành; tiếp diễn,,,,[],[],not_crawled
繼而,继而,ji4 er2,sau đó; sau này,,,,[],[],not_crawled
繼親,继亲,ji4 qin1,gia đình kế; (cũ) mẹ kế; tái hôn,,,,[],[],not_crawled
繼軌,继轨,ji4 gui3,theo bước,,,,[],[],not_crawled
繼述,继述,ji4 shu4,(văn học) tiếp nối; kế thừa; kế tục,,,,[],[],not_crawled
繼配,继配,ji4 pei4,người vợ thứ hai (của người goá vợ),,,,[],[],not_crawled
繼電器,继电器,ji4 dian4 qi4,rơ-le (điện tử),,,,[],[],not_crawled
繽,缤,bin1,hỗn loạn; đầy màu sắc; trong sự rối ren,,,,[],[],not_crawled
繽紛,缤纷,bin1 fen1,nhiều và đa dạng; phong phú và đa dạng,,,,[],[],not_crawled
繾,缱,qian3,gắn bó; yêu thương,,,,[],[],not_crawled
繾綣,缱绻,qian3 quan3,yêu nhau không rời,,,,[],[],not_crawled
纁,𫄸,xun1,đỏ thẫm,,,,[],[],not_crawled
纂,纂,zuan3,(văn học) biên soạn; chỉnh lý; (thông tục) kiểu tóc búi; tóc cuộn (như 纂兒|纂儿[zuan3 r5]); dải lụa đỏ; biến thể của 纘|缵[zuan3],,,,[],[],not_crawled
纂修,纂修,zuan3 xiu1,biên soạn và chỉnh lý; kế thừa và phát triển,,,,[],[],not_crawled
纆,𬙊,mo4,buộc; dây thừng,,,,[],[],not_crawled
纇,颣,lei4,khuyết điểm; thắt nút,,,,[],[],not_crawled
纈,缬,xie2,nút; thắt nút,,,,[],[],not_crawled
纈氨酸,缬氨酸,xie2 an1 suan1,"valin (Val), một axit amin thiết yếu",,,,[],[],not_crawled
纈草,缬草,xie2 cao3,cây nữ lang (Valeriana officinalis),,,,[],[],not_crawled
纉,纉,zuan3,biến thể của 纘|缵[zuan3],,,,[],[],not_crawled
纊,纩,kuang4,tơ hoặc bông mịn,,,,[],[],not_crawled
續,续,xu4,tiếp tục; bổ sung,,,,[],[],not_crawled
續作,续作,xu4 zuo4,phần tiếp theo,,,,[],[],not_crawled
續保,续保,xu4 bao3,gia hạn bảo hiểm,,,,[],[],not_crawled
續借,续借,xu4 jie4,gia hạn mượn (ví dụ: gia hạn thư viện),,,,[],[],not_crawled
續假,续假,xu4 jia4,nghỉ phép kéo dài; vắng mặt lâu,,,,[],[],not_crawled
續增,续增,xu4 zeng1,bổ sung; phụ lục; phụ lục bổ sung,,,,[],[],not_crawled
續娶,续娶,xu4 qu3,tái hôn,,,,[],[],not_crawled
續弦,续弦,xu4 xian2,(văn học) (người góa vợ) tái hôn,,,,[],[],not_crawled
續書,续书,xu4 shu1,phần tiếp theo; tiếp nối của một cuốn sách,,,,[],[],not_crawled
續杯,续杯,xu4 bei1,rót thêm (một ly nước uống),,,,[],[],not_crawled
續發感染,续发感染,xu4 fa1 gan3 ran3,nhiễm trùng thứ cấp,,,,[],[],not_crawled
續租,续租,xu4 zu1,gia hạn hợp đồng thuê,,,,[],[],not_crawled
續篇,续篇,xu4 pian1,phần tiếp theo; tiếp tục (của một câu chuyện),,,,[],[],not_crawled
續簽,续签,xu4 qian1,gia hạn hợp đồng,,,,[],[],not_crawled
續約,续约,xu4 yue1,gia hạn hoặc kéo dài hợp đồng,,,,[],[],not_crawled
續編,续编,xu4 bian1,phần tiếp theo; tiếp tục (của một ấn phẩm nhiều kỳ),,,,[],[],not_crawled
續續,续续,xu4 xu4,liên tục; tiếp diễn; không ngừng,,,,[],[],not_crawled
續航,续航,xu4 hang2,"(của máy bay, tàu, xe v.v.) tiếp tục hành trình mà không cần tiếp nhiên liệu; (của thiết bị điện tử, pin v.v.) hoạt động trước khi cần sạc lại",,,,[],[],not_crawled
續西遊記,续西游记,Xu4 Xi1 you2 Ji4,một trong ba phần tiếp theo thời Minh của Tây du ký 西遊記|西游记,,,,[],[],not_crawled
續訂,续订,xu4 ding4,gia hạn,,,,[],[],not_crawled
續費,续费,xu4 fei4,gia hạn đăng ký,,,,[],[],not_crawled
續跌,续跌,xu4 die1,tiếp tục giảm (giá cổ phiếu),,,,[],[],not_crawled
續隨子,续随子,xu4 sui2 zi5,cây nụ bạch (Capparis spinosa),,,,[],[],not_crawled
續集,续集,xu4 ji2,"phần tiếp theo; tập tiếp theo (của loạt phim, v.v.)",,,,[],[],not_crawled
纍,累,Lei2,họ [Lei2],,,,[],[],not_crawled
纍,累,lei2,dây; thắt lại; quấn quanh,,,,[],[],not_crawled
纍纍,累累,lei2 lei2,biến thể của 累累[lei2 lei2],,,,[],[],not_crawled
纎,纎,xian1,biến thể cũ của 纖|纤[xian1],,,,[],[],not_crawled
纏,缠,chan2,quấn quanh; quấn lại; cuộn; rối; liên quan; phiền phức; làm phiền,,,,[],[],not_crawled
纏夾,缠夹,chan2 jia1,làm phiền; quấy rầy; quấy nhiễu,,,,[],[],not_crawled
纏夾不清,缠夹不清,chan2 jia1 bu4 qing1,xáo trộn mọi thứ (thành ngữ); làm phiền ai đó bằng cách nói năng lộn xộn khó chịu,,,,[],[],not_crawled
纏夾二先生,缠夹二先生,chan2 jia1 er4 xian1 sheng5,người nói nhảm không rõ ràng gây phiền phức,,,,[],[],not_crawled
纏手,缠手,chan2 shou3,rắc rối; khó xử lý,,,,[],[],not_crawled
纏擾,缠扰,chan2 rao3,quấy rối; làm phiền,,,,[],[],not_crawled
纏結,缠结,chan2 jie2,quấn quanh; thắt nút; rối vào nhau,,,,[],[],not_crawled
纏絡,缠络,chan2 luo4,quấn quanh; ngoằn ngoèo (của đường hay sông),,,,[],[],not_crawled
纏絲瑪瑙,缠丝玛瑙,chan2 si1 ma3 nao3,mã não xoắn (loại đá quý chalcedony sọc nâu trắng),,,,[],[],not_crawled
纏綿,缠绵,chan2 mian2,xúc động (cảm xúc); kéo dài (bệnh tật),,,,[],[],not_crawled
纏綿不已,缠绵不已,chan2 mian2 bu4 yi3,quấn quít không rời; đeo bám không dứt; quyến luyến nhau không rời,,,,[],[],not_crawled
纏綿悱惻,缠绵悱恻,chan2 mian2 fei3 ce4,"(về người) buồn không nói nên lời (thành ngữ); (về âm nhạc, văn học, v.v.) sầu thảm; rất sến sẩm",,,,[],[],not_crawled
纏繞,缠绕,chan2 rao4,xoắn; quấn; quấn quanh; quấy rầy; làm phiền,,,,[],[],not_crawled
纏繞莖,缠绕茎,chan2 rao4 jing1,dây leo; thân quấn,,,,[],[],not_crawled
纏足,缠足,chan2 zu2,bó chân,,,,[],[],not_crawled
纏身,缠身,chan2 shen1,"(về bệnh tật, nợ nần, v.v.) đeo bám; làm sa lầy; làm bận tâm",,,,[],[],not_crawled
纏頭,缠头,chan2 tou2,băng đầu thêu dùng làm trang trí bởi diễn viên hoặc trong nhóm dân tộc Hồi; thưởng cho diễn viên bằng băng đô gấm,,,,[],[],not_crawled
纑,纑,lu2,sợi gai; mặc đồ gai,,,,[],[],not_crawled
纒,纒,chan2,biến thể cũ của 纏|缠[chan2],,,,[],[],not_crawled
纓,缨,ying1,"tua đồ trang trí; vật gì có hình dạng như tua (ví dụ: lá cây, v.v.); ruy băng",,,,[],[],not_crawled
纓翅目,缨翅目,ying1 chi4 mu4,xem 薊馬|蓟马[ji4 ma3],,,,[],[],not_crawled
纔,才,cai2,(biến thể của 才[cai2]) vừa mới; (biến thể của 才[cai2]) (trước một biểu thức chỉ số lượng) chỉ,,,,[],[],not_crawled
纔然,才然,cai2 ran2,mới đây; vừa mới lúc nãy; vừa mới,,,,[],[],not_crawled
纕,𬙋,xiang1,dây để giữ ống tay áo,,,,[],[],not_crawled
纖,纤,xian1,mịn; mỏng manh; nhỏ bé,,,,[],[],not_crawled
纖塵,纤尘,xian1 chen2,hạt bụi; bụi mịn,,,,[],[],not_crawled
纖塵不染,纤尘不染,xian1 chen2 bu4 ran3,xem 一塵不染|一尘不染[yi1 chen2 bu4 ran3],,,,[],[],not_crawled
纖密,纤密,xian1 mi4,kỹ lưỡng; tinh vi; phức tạp,,,,[],[],not_crawled
纖小,纤小,xian1 xiao3,tinh xảo; mỏng manh,,,,[],[],not_crawled
纖屑,纤屑,xian1 xie4,chi tiết nhỏ,,,,[],[],not_crawled
纖巧,纤巧,xian1 qiao3,tinh tế; duyên dáng,,,,[],[],not_crawled
纖度,纤度,xian1 du4,kích cỡ,,,,[],[],not_crawled
纖弱,纤弱,xian1 ruo4,mỏng manh; nhẹ nhàng,,,,[],[],not_crawled
纖微,纤微,xian1 wei1,nhẹ nhàng; mảnh mai,,,,[],[],not_crawled
纖悉,纤悉,xian1 xi1,chi tiết; kỹ lưỡng và tỉ mỉ,,,,[],[],not_crawled
纖悉無遺,纤悉无遗,xian1 xi1 wu2 yi2,chi tiết và không bỏ sót (thành ngữ); tỉ mỉ và toàn diện; không thiếu chút nào,,,,[],[],not_crawled
纖手,纤手,xian1 shou3,đôi tay mảnh mai; tay phụ nữ mềm mại và dịu dàng,,,,[],[],not_crawled
纖柔,纤柔,xian1 rou2,mảnh mai; tinh tế,,,,[],[],not_crawled
纖毛,纤毛,xian1 mao2,lông mao,,,,[],[],not_crawled
纖毛動力蛋白,纤毛动力蛋白,xian1 mao2 dong4 li4 dan4 bai2,protein dynein của lông mao,,,,[],[],not_crawled
纖瘦,纤瘦,xian1 shou4,mảnh khảnh; gầy như sợi chỉ,,,,[],[],not_crawled
纖細,纤细,xian1 xi4,mảnh mai; thon thả; mềm mại,,,,[],[],not_crawled
纖維,纤维,xian1 wei2,chất xơ,,,,[],[],not_crawled
纖維叢,纤维丛,xian1 wei2 cong2,bó sợi (toán học),,,,[],[],not_crawled
纖維囊泡症,纤维囊泡症,xian1 wei2 nang2 pao4 zheng4,bệnh xơ nang,,,,[],[],not_crawled
纖維狀,纤维状,xian1 wei2 zhuang4,dạng sợi,,,,[],[],not_crawled
纖維素,纤维素,xian1 wei2 su4,cellulose,,,,[],[],not_crawled
纖維肌痛,纤维肌痛,xian1 wei2 ji1 tong4,fibromyalgia,,,,[],[],not_crawled
纖維膠,纤维胶,xian1 wei2 jiao1,viscose,,,,[],[],not_crawled
纖維蛋白,纤维蛋白,xian1 wei2 dan4 bai2,protein sợi,,,,[],[],not_crawled
纖纖,纤纤,xian1 xian1,mảnh mai; thon thả,,,,[],[],not_crawled
纖美,纤美,xian1 mei3,tinh tế; thon thả và đẹp,,,,[],[],not_crawled
纖腰,纤腰,xian1 yao1,vòng eo thon,,,,[],[],not_crawled
纖芯,纤芯,xian1 xin1,lõi (của sợi),,,,[],[],not_crawled
纖芯直徑,纤芯直径,xian1 xin1 zhi2 jing4,đường kính lõi (của sợi),,,,[],[],not_crawled
纖體,纤体,xian1 ti3,để có thân hình thon gọn; giảm cân,,,,[],[],not_crawled
纘,缵,zuan3,(văn học) kế thừa,,,,[],[],not_crawled
纙,纙,luo4,dây xâu tiền xu,,,,[],[],not_crawled
纚,纚,li2,(văn học) buộc; thắt; dây thừng,,,,[],[],not_crawled
纚,纚,xi3,dải lụa buộc đầu; tiếng Đài Loan đọc là [shi3],,,,[],[],not_crawled
纛,纛,dao4,cờ lớn; cờ hoặc quạt lông,,,,[],[],not_crawled
纜,缆,lan3,cáp; dây cáp; neo đậu,,,,[],[],not_crawled
纜樁,缆桩,lan3 zhuang1,trụ neo,,,,[],[],not_crawled
纜索,缆索,lan3 suo3,cáp; dây cáp; dây neo,,,,[],[],not_crawled
纜索吊椅,缆索吊椅,lan3 suo3 diao4 yi3,ghế nâng trượt tuyết,,,,[],[],not_crawled
纜線,缆线,lan3 xian4,cáp,,,,[],[],not_crawled
纜繩,缆绳,lan3 sheng2,dây cáp; dây thừng neo; dây buộc tàu,,,,[],[],not_crawled
